id,est_p_age_le_18,est_p_age_19_29,est_p_age_30_39,est_p_age_ge_40,est_p_gender_male,est_p_gender_female,est_p_is_org,est_p_is_non_org
3088508423,0.4981,0.2938,0.1443,0.0637,0.4514,0.5486,0.1584,0.8416
1243096100266967e3,0.0903,0.0263,0.2311,0.6524,0.9908,0.0092,0.5349,0.4651
1011215769898836e3,0.1823,0.069,0.3611,0.3876,0.9683,0.0317,0.5937,0.4063
400024416,0.1073,0.0159,0.2869,0.5899,0.8863,0.1137,0.8381,0.1619
980430216823754800,0.2542,0.1408,0.3601,0.2449,0.8426,0.1574,0.1905,0.8095
2272705590,0.3422,0.2646,0.2775,0.1157,0.9371,0.0629,0.0659,0.9341
15443845,0.7555,0.1361,0.0231,0.0853,0.5924,0.4076,0.0222,0.9778
717887427260653600,0.123,0.1302,0.556,0.1908,0.9881,0.0119,0.2502,0.7498
2848719532,0.0069,0.0512,0.0795,0.86240000000000006,0.8688,0.1312,0.4922,0.5078
878249357887377400,0.0169,0.0342,0.2389,0.71,0.8517,0.1483,0.3612,0.6388
15550961,0.0115,0.0071,0.2033,0.778,0.9917,0.0083,0.3168,0.6832
869270590934396900,0.3951,0.1443,0.1183,0.3422,0.9238,0.0762,0.1293,0.8707
105924008,0.0354,0.0097,0.1394,0.8156,0.994,0.006,0.5333,0.4667
803236954338889700,0.2801,0.5765,0.0928,0.0507,0.8871,0.1129,0.0157,0.9843
948681602380517400,0.1705,0.4857,0.2072,0.1366,0.2971,0.7029,0.0753,0.9247
1166031275985199e3,0.1052,0.0999,0.6725,0.1224,0.5691,0.4309,0.2248,0.7752
451576628,0.0066,0.0105,0.3912,0.5917,0.9894,0.0106,0.1884,0.8116
1214997544293535700,0.0733,0.2235,0.328,0.3752,0.9222,0.0778,0.0625,0.9375
1069337730293874700,0.0182,0.0081,0.023,0.9507,0.691,0.309,0.3926,0.6074
191180425,0.0331,0.0088,0.1568,0.8013,0.8766,0.1234,0.9335,0.0665
15394552,0.0313,0.026,0.1064,0.8362,0.7554,0.2446,0.9113,0.0887
1430302159,0.1342,0.0306,0.0802,0.755,0.6631,0.3369,0.4777,0.5223
825134297904513e3,0.007,0.0045,0.1585,0.83,0.9966,0.0034,0.199,0.801
900807865149075500,0.0623,0.1929,0.6312,0.1136,0.1938,0.8062,0.1609,0.8391
1167868384807178200,0.3821,0.2043,0.23,0.1835,0.2598,0.7402,0.1475,0.8525
1293533801612746800,0.2367,0.0844,0.4043,0.2747,0.8017,0.1983,0.287,0.713
1156896335943151600,0.4354,0.0534,0.1836,0.3277,0.8573,0.1427,0.7595,0.2405
1234567890,0.0018,0.007,0.4225,0.5687,0.9999,1e-4,0.0037,0.9963
1234567890,0.0583,0.0219,0.3581,0.5617,0.9105,0.0895,0.5048,0.4952
